case_id,size
CP_04_07141147_00137,68
CP_04_07141215_00136,49
CP_04_07141234_00018,59
CP_04_07141746_00139,49
CP_04_07141935_00134,58
CP_04_07151123_00136,49
CP_04_07151126_00137,61
CP_04_07151614_00018,48
CP_04_07151753_00139,49
CP_04_07160843_00114,49
CP_04_07161023_00018,49
CP_04_07161122_00136,49
CP_04_07161207_00136,49
CP_04_07161235_00135,724
CP_04_07161432_00138,49
CP_04_07161609_00018,49
CP_04_07161706_00114,49
CP_04_07170934_00134,133
CP_04_07171031_00113,112
CP_04_07171148_00133,49
CP_04_07171315_00144,49
CP_04_07171450_00137,46
CP_04_07171516_00136,70
CP_04_07171534_00018,67
CP_04_07180104_00133,47
CP_04_07180405_00018,89
CP_04_07180447_00137,49
CP_04_07181144_00136,49
CP_04_07181245_00134,76
CP_04_07181247_00138,49
CP_04_07181254_00137,49
CP_04_07181418_00132,68
CP_04_07181436_00133,49
CP_04_07181531_00113,49
CP_04_07190913_00137,49
CP_04_07191026_00018,123
CP_04_07191126_00136,58
CP_04_07191202_00113,45
CP_04_07191211_00133,49
CP_04_07191311_00133,49
CP_04_07191328_00114,49
CP_04_07191337_00136,49
CP_04_07191424_00132,82
CP_04_07191510_00139,49
CP_04_07191917_00138,49
CP_04_07200146_00137,79
CP_04_07200615_00139,70
CP_04_07201126_00136,120
CP_04_07201237_00113,63
CP_04_07201318_00133,111
CP_04_07201347_00018,65
CP_04_07201403_00113,49
CP_04_07201411_00114,67
CP_04_07201511_00144,89
CP_04_07201552_00145,58
CP_04_07201653_00144,48
CP_04_07210853_00114,68
CP_04_07211140_00136,87
CP_04_07211206_00018,69
CP_04_07211318_00137,49
CP_04_07211536_00132,49
CP_04_07211546_00133,63
CP_04_07211922_00139,49
CP_04_07220802_00113,58
CP_04_07221136_00018,49
CP_04_07221314_00018,74
CP_04_07221420_00144,110
CP_04_07221425_00133,77
CP_04_07221618_00134,49
CP_04_07221740_00139,60
CP_04_07230257_00134,49
CP_04_07230308_00108,49
CP_04_07231130_00137,80
CP_04_07231238_00136,65
CP_04_07231333_00133,49
CP_04_07240327_00114,49
CP_04_07241052_00018,49
CP_04_07241129_00113,61
CP_04_07241321_00114,49
CP_04_07241631_00132,49
CP_04_07241633_00138,49
CP_04_07261611_00137,49
CP_04_07261750_00136,61
CP_04_07271343_00018,49
CP_04_07271505_00133,49
CP_04_07281048_00113,47
CP_04_07281122_00137,49
CP_04_07281252_00138,49
CP_04_07281433_00137,55
CP_04_07281818_00133,49
CP_04_07290425_00136,74
CP_04_07290528_00114,61
CP_04_07291319_00113,46
CP_04_07291326_00113,49
CP_04_07291355_00137,46
CP_04_07291513_00114,46
CP_04_07301416_00113,49
CP_04_07301507_00135,50
CP_04_07301532_00138,49
CP_04_07301734_00136,55
CP_04_07301755_00133,65
CP_04_07310604_00113,129
CP_04_07311823_00134,49
CP_04_07312000_00134,209
CP_04_07312019_00113,47
CP_04_07312237_00134,93
CP_04_08010051_00187,178
CP_04_08010125_00113,87
CP_04_08010149_00113,49
CP_04_08010531_00114,87
CP_04_08010621_00135,72
CP_04_08010655_00018,76
CP_04_08010828_00136,49
CP_04_08010952_00134,65
CP_04_08011115_00137,125
CP_04_08011135_00144,49
CP_04_08011153_00134,74
CP_04_08011222_00137,49
CP_04_08011400_00134,231
CP_04_08011440_00135,49
CP_04_08011518_00108,49
CP_04_08011719_00145,59
CP_04_08011802_00136,81
CP_04_08011809_00113,45
CP_04_08011838_00136,48
CP_04_08011904_00136,68
CP_04_08012023_00138,61
CP_04_08012043_00137,92
CP_04_08012129_00018,49
CP_04_08012207_00114,49
CP_04_08012253_00113,96
CP_04_08012313_00113,49
CP_04_08020007_00108,51
CP_04_08020205_00137,49
CP_04_08020238_00018,76
CP_04_08020252_00134,64
CP_04_08020257_00135,140
CP_04_08020335_00114,49
CP_04_08020440_00136,143
CP_04_08020510_00136,49
CP_04_08020520_00018,49
CP_04_08020532_00113,53
CP_04_08020535_00018,68
CP_04_08020829_00113,49
CP_04_08020852_00137,49
CP_04_08020904_00187,52
CP_04_08020912_00136,49
CP_04_08020917_00108,49
CP_04_08020947_00113,49
CP_04_08021020_00135,91
CP_04_08021026_00134,76
CP_04_08021105_00114,148
CP_04_08021115_00114,47
CP_04_08021153_00018,74
CP_04_08021210_00138,64
CP_04_08021239_00134,49
CP_04_08021427_00018,44
CP_04_08021551_00136,47
CP_04_08021643_00132,49
CP_04_08021651_00132,49
CP_04_08022129_00018,81
CP_04_08022327_00114,49
CP_04_08022353_00114,45
CP_04_08030103_00135,49
CP_04_08030237_00135,67
CP_04_08030353_00114,72
CP_04_08030513_00136,115
CP_04_08030704_00136,48
CP_04_08030836_00018,108
CP_04_08031203_00018,49
CP_04_08031242_00137,59
CP_04_08031345_00132,49
CP_04_08031359_00132,49
CP_04_08031448_00138,49
CP_04_08031625_00114,49
CP_04_08040347_00135,49
CP_04_08040427_00135,49
CP_04_08040453_00137,49
CP_04_08040657_00114,49
CP_04_08041326_00018,49
CP_04_08041339_00137,49
CP_04_08041408_00113,49
CP_04_08041430_00136,61
CP_04_08041622_00018,49
CP_04_08041704_00018,49
CP_04_08041728_00138,49
CP_04_08041805_00144,49
CP_04_08041808_00136,49
CP_04_08041818_00138,49
CP_04_08050129_00114,48
CP_04_08050936_00018,121
CP_04_08051054_00135,49
CP_04_08051433_00136,66
CP_04_08051726_00139,49
CP_04_08051828_00133,49
CP_04_08060343_00113,55
CP_04_08060624_00137,49
CP_04_08061002_00136,49
CP_04_08061221_00144,49
CP_04_08061430_00138,49
CP_04_08061450_00138,49
CP_04_08061535_00113,48
CP_04_08061744_00136,49
CP_04_08061758_00136,49
CP_04_08061951_00018,69
CP_04_08062236_00113,49
CP_04_08070456_00018,48
CP_04_08070744_00137,49
CP_04_08071222_00187,71
CP_04_08071526_00138,49
CP_04_08071912_00132,49
CP_04_08072034_00136,82
CP_04_08081150_00132,72
CP_04_08081221_00138,49
CP_04_08081222_00133,49
CP_04_08081522_00137,49
CP_04_08090810_00138,49
CP_04_08091136_00134,60
CP_04_08091330_00133,49
CP_04_08091623_00018,49
CP_04_08091855_00132,49
CP_04_08100334_00018,169
CP_04_08100636_00134,49
CP_04_08100719_00136,108
CP_04_08100940_00114,49
CP_04_08101232_00139,49
CP_04_08101304_00144,82
CP_04_08101414_00133,49
CP_04_08101529_00139,49
CP_04_08111208_00137,71
CP_04_08111209_00187,74
CP_04_08111425_00132,49
CP_04_08111635_00108,51
CP_04_08111843_00133,171
CP_04_08112000_00138,280
CP_04_08112139_00134,49
CP_04_08112254_00134,64
CP_04_08112303_00139,49
CP_04_08120034_00109,49
CP_04_08120119_00113,66
CP_04_08120235_00018,49
CP_04_08120530_00018,140
CP_04_08120553_00135,49
CP_04_08121020_00136,82
CP_04_08121023_00113,59
CP_04_08121107_00135,65
CP_04_08121233_00137,49
CP_04_08121244_00136,101
CP_04_08121334_00018,61
CP_04_08121505_00133,49
CP_04_08121604_00132,49
CP_04_08121748_00133,49
CP_04_08122000_00144,101
CP_04_08122246_00144,49
CP_04_08130224_00114,49
CP_04_08130436_00138,49
CP_04_08131330_00133,64
CP_04_08131426_00114,49
CP_04_08131438_00113,46
CP_04_08131604_00139,68
CP_04_08131918_00018,98
CP_04_08132229_00113,49
CP_04_08132240_00136,49
CP_04_08140559_00113,49
CP_04_08141113_00136,49
CP_04_08141253_00113,48
CP_04_08141324_00113,63
CP_04_08141512_00137,49
CP_04_08141740_00114,49
CP_04_08141829_00018,66
CP_04_08141916_00114,60
CP_04_08142028_00136,59
CP_04_08150041_00018,71
CP_04_08150045_00132,49
CP_04_08150402_00134,49
CP_04_08151209_00018,49
CP_04_08151210_00139,81
CP_04_08151443_00144,49
CP_04_08151455_00108,50
CP_04_08151459_00148,73
CP_04_08151532_00145,50
CP_04_08151537_00134,49
CP_04_08151642_00137,49
CP_04_08151650_00114,49
CP_04_08151748_00138,49
CP_04_08151854_00114,48
CP_04_08151931_00139,49
CP_04_08152016_00018,49
CP_04_08152058_00135,72
CP_04_08160016_00187,48
CP_04_08160117_00114,66
CP_04_08160859_00148,54
CP_04_08160943_00137,49
CP_04_08161359_00136,45
CP_04_08161419_00137,75
CP_04_08161522_00137,49
CP_04_08161551_00134,64
CP_04_08161731_00018,258
CP_04_08170013_00137,48
CP_04_08170752_00137,54
CP_04_08171143_00114,61
CP_04_08171352_00113,48
CP_04_08171404_00136,51
CP_04_08171429_00134,49
CP_04_08171511_00144,48
CP_04_08171657_00018,49
CP_04_08171735_00137,54
CP_04_08172224_00108,50
CP_04_08172252_00134,49
CP_04_08180416_00145,90
CP_04_08181020_00018,49
CP_04_08181029_00134,49
CP_04_08181114_00137,49
CP_04_08181148_00135,49
CP_04_08181302_00134,73
CP_04_08181305_00135,49
CP_04_08181353_00136,49
CP_04_08181419_00138,59
CP_04_08181431_00135,49
CP_04_08181505_00133,49
CP_04_08181530_00139,49
CP_04_08181542_00133,49
CP_04_08181622_00132,100
CP_04_08181847_00018,49
CP_04_08190331_00138,49
CP_04_08190511_00135,67
CP_04_08190931_00134,49
CP_04_08190959_00138,65
CP_04_08191503_00114,49
CP_04_08191526_00132,49
CP_04_08191531_00135,49
CP_04_08191715_00135,49
CP_04_08200352_00137,61
CP_04_08200448_00114,62
CP_04_08201141_00136,49
CP_04_08201452_00137,49
CP_04_08201726_00136,63
CP_04_08201754_00134,49
CP_04_08201951_00133,49
CP_04_08202133_00133,55
CP_04_08210234_00187,51
CP_04_08210356_00018,77
CP_04_08211121_00114,55
CP_04_08211207_00136,49
CP_04_08211337_00139,49
CP_04_08211512_00137,55
CP_04_08211531_00018,49
CP_04_08211618_00145,81
CP_04_08211717_00133,49
CP_04_08211921_00132,49
CP_04_08220027_00137,49
CP_04_08221549_00137,49
CP_04_08221606_00133,49
CP_04_08221723_00138,49
CP_04_08231141_00135,49
CP_04_08231622_00144,49
CP_04_08231815_00136,49
CP_04_08241412_00187,51
CP_04_08241615_00113,49
CP_04_08241718_00109,53
CP_04_08242014_00113,49
CP_04_08250048_00135,49
CP_04_08250646_00113,137
CP_04_08250854_00108,49
CP_04_08250905_00134,57
CP_04_08251209_00138,111
CP_04_08251412_00136,73
CP_04_08251443_00114,49
CP_04_08251443_00135,49
CP_04_08251535_00114,45
CP_04_08251546_00139,49
CP_04_08251552_00144,65
CP_04_08251631_00145,78
CP_04_08251703_00145,53
CP_04_08251705_00144,151
CP_04_08252009_00132,49
CP_04_08252033_00136,49
CP_04_08260211_00136,108
CP_04_08260604_00114,49
CP_04_08260930_00135,49
CP_04_08261321_00136,49
CP_04_08261434_00114,50
CP_04_08261437_00144,49
CP_04_08261512_00018,79
CP_04_08261558_00109,61
CP_04_08261558_00135,85
CP_04_08261638_00136,66
CP_04_08261710_00138,57
CP_04_08261813_00018,53
CP_04_08261846_00134,62
CP_04_08270109_00137,49
CP_04_08270325_00114,49
CP_04_08270344_00113,49
CP_04_08270502_00133,49
CP_04_08271127_00144,49
CP_04_08271229_00113,96
CP_04_08271341_00133,101
CP_04_08271414_00109,48
CP_04_08271602_00134,49
CP_04_08271621_00114,50
CP_04_08271653_00136,82
CP_04_08271810_00138,49
CP_04_08271915_00018,45
CP_04_08271933_00135,49
CP_04_08272323_00113,49
CP_04_08280452_00138,49
CP_04_08281247_00113,49
CP_04_08281644_00134,159
CP_04_08290829_00137,64
CP_04_08291359_00136,49
CP_04_08291441_00018,49
CP_04_08291517_00132,49
CP_04_08291848_00113,49
CP_04_08300222_00138,49
CP_04_08300235_00137,84
CP_04_08300422_00018,49
CP_04_08301024_00136,48
CP_04_08301159_00138,65
CP_04_08301445_00132,64
CP_04_08301545_00137,49
CP_04_08301814_00137,49
CP_04_08301906_00018,115
CP_04_08302013_00136,63
CP_04_08310302_00138,49
CP_04_08310505_00018,49
CP_04_08310932_00133,49
CP_04_08311223_00144,117
CP_04_08311507_00018,49
CP_04_08311615_00136,49
CP_04_08311638_00135,48
CP_04_08312103_00114,49
CP_04_09010231_00114,49
CP_04_09010540_00137,64
CP_04_09011415_00144,65
CP_04_09011419_00018,98
CP_04_09011438_00138,84
CP_04_09011443_00139,49
CP_04_09011524_00133,49
CP_04_09011526_00137,49
CP_04_09011604_00114,49
CP_04_09011617_00114,49
CP_04_09011656_00136,49
CP_04_09011657_00018,57
CP_04_09011720_00114,49
CP_04_09011721_00137,49
CP_04_09011826_00144,49
CP_04_09011936_00018,49
CP_04_09012103_00136,49
CP_04_09012229_00138,49
CP_04_09012343_00132,66
CP_04_09020207_00134,57
CP_04_09020223_00113,49
CP_04_09021155_00136,61
CP_04_09021303_00114,49
CP_04_09021432_00108,50
CP_04_09021432_00114,49
CP_04_09021459_00133,49
CP_04_09021512_00133,49
CP_04_09021641_00137,49
CP_04_09030008_00133,61
CP_04_09030243_00134,49
CP_04_09030331_00136,59
CP_04_09030653_00018,77
CP_04_09031443_00138,49
CP_04_09031641_00133,77
CP_04_09031823_00018,49
CP_04_09031849_00114,49
CP_04_09032119_00133,49
CP_04_09040026_00135,49
CP_04_09041112_00018,49
CP_04_09041448_00133,49
CP_04_09041603_00133,56
CP_04_09041627_00018,49
CP_04_09041636_00018,49
CP_04_09041650_00136,52
CP_04_09041750_00137,49
CP_04_09041852_00134,49
CP_04_09050659_00134,49
CP_04_09050852_00139,49
CP_04_09051323_00137,73
CP_04_09051411_00137,49
CP_04_09051451_00135,51
CP_04_09051531_00132,49
CP_04_09051544_00135,49
CP_04_09051557_00126,50
CP_04_09051557_00137,49
CP_04_09051621_00136,49
CP_04_09051809_00134,49
CP_04_09060318_00018,49
CP_04_09060643_00114,49
CP_04_09061114_00135,49
CP_04_09061145_00018,49
CP_04_09061405_00145,50
CP_04_09061409_00137,49
CP_04_09061411_00113,49
CP_04_09061516_00136,47
CP_04_09061712_00139,49
CP_04_09061820_00144,49
CP_04_09061904_00132,90
CP_04_09062118_00132,61
CP_04_09062142_00144,67
CP_04_09062339_00018,49
CP_04_09070039_00136,49
CP_04_09070345_00137,49
CP_04_09070359_00018,167
CP_04_09070436_00132,49
CP_04_09070502_00134,49
CP_04_09070526_00018,49
CP_04_09070615_00138,54
CP_04_09070808_00136,102
CP_04_09070927_00114,49
CP_04_09071149_00018,68
CP_04_09071153_00018,49
CP_04_09071156_00138,49
CP_04_09071422_00137,58
CP_04_09071516_00114,49
CP_04_09071538_00133,109
CP_04_09071611_00138,87
CP_04_09071612_00134,49
CP_04_09071630_00145,47
CP_04_09071709_00138,49
CP_04_09071710_00139,49
CP_04_09071800_00136,80
CP_04_09071837_00132,81
CP_04_09080532_00135,49
CP_04_09080547_00135,49
CP_04_09081115_00137,49
CP_04_09081324_00132,49
CP_04_09081416_00134,49
CP_04_09081421_00114,49
CP_04_09081429_00133,49
CP_04_09081442_00136,49
CP_04_09081607_00144,48
CP_04_09081626_00134,49
CP_04_09081714_00136,49
CP_04_09081723_00018,49
CP_04_09081737_00139,49
CP_04_09082215_00137,62
CP_04_09090025_00114,49
CP_04_09090215_00018,79
CP_04_09090407_00136,49
CP_04_09090408_00018,49
CP_04_09090426_00136,49
CP_04_09090503_00137,49
CP_04_09090730_00113,49
CP_04_09091055_00135,62
CP_04_09091215_00137,49
CP_04_09091404_00018,58
CP_04_09091454_00137,49
CP_04_09091502_00113,49
CP_04_09091554_00144,48
CP_04_09091646_00137,47
CP_04_09091712_00138,49
CP_04_09091803_00133,46
CP_04_09091838_00132,76
CP_04_09092005_00133,49
CP_04_09100048_00134,105
CP_04_09100415_00132,49
CP_04_09100800_00136,350
CP_04_09100950_00135,49
CP_04_09101023_00145,114
CP_04_09101048_00018,49
CP_04_09101322_00133,49
CP_04_09101326_00136,53
CP_04_09101338_00138,47
CP_04_09101342_00138,49
CP_04_09101451_00134,49
CP_04_09101926_00139,49
CP_04_09110321_00139,49
CP_04_09110814_00018,104
CP_04_09111008_00132,57
CP_04_09111157_00134,49
CP_04_09111209_00132,49
CP_04_09111320_00133,49
CP_04_09111510_00137,49
CP_04_09111813_00139,49
CP_04_09111819_00132,49
CP_04_09111834_00139,58
CP_04_09111854_00132,48
CP_04_09112013_00136,49
CP_04_09112126_00136,64
CP_04_09112216_00133,49
CP_04_09112309_00144,55
CP_04_09120054_00132,73
CP_04_09120212_00018,49
CP_04_09120232_00138,49
CP_04_09121302_00135,144
CP_04_09121334_00133,90
CP_04_09121415_00133,67
CP_04_09121512_00136,57
CP_04_09121526_00135,49
CP_04_09121532_00113,87
CP_04_09121642_00018,71
CP_04_09121744_00144,49
CP_04_09122103_00134,46
CP_04_09122139_00138,49
CP_04_09130027_00113,49
CP_04_09130030_00136,92
CP_04_09130047_00114,49
CP_04_09131126_00137,61
CP_04_09131432_00139,49
CP_04_09131437_00113,49
CP_04_09131458_00136,49
CP_04_09131547_00018,49
CP_04_09131608_00133,93
CP_04_09131611_00144,64
CP_04_09131648_00114,49
CP_04_09140018_00113,49
CP_04_09140334_00136,49
CP_04_09140451_00137,49
CP_04_09140540_00114,49
CP_04_09140811_00136,49
CP_04_09141223_00136,112
CP_04_09141536_00137,53
CP_04_09141830_00138,73
CP_04_09141833_00144,49
CP_04_09141857_00135,70
CP_04_09141943_00133,49
CP_04_09142143_00018,49
CP_04_09150026_00132,91
CP_04_09150315_00136,49
CP_04_09150330_00137,49
CP_04_09150608_00139,49
CP_04_09150734_00144,73
CP_04_09150908_00136,65
CP_04_09151009_00018,99
CP_04_09151519_00134,49
CP_04_09151539_00132,49
CP_04_09151551_00138,49
CP_04_09152120_00133,66
CP_04_09160431_00018,49
CP_04_09160521_00135,49
CP_04_09161224_00145,50
CP_04_09170530_00018,75
CP_04_09170818_00136,49
CP_04_09170926_00114,49
CP_04_09171219_00137,68
CP_04_09171344_00187,52
CP_04_09171657_00135,79
CP_04_09171944_00136,49
CP_04_09181355_00018,49
CP_04_09181413_00138,49
CP_04_09181629_00137,49
CP_04_09181703_00137,49
CP_04_09181735_00114,49
CP_04_09182219_00134,49
CP_04_09190220_00114,49
CP_04_09190234_00137,78
CP_04_09190326_00114,49
CP_04_09190444_00137,61
CP_04_09190645_00134,49
CP_04_09191127_00114,49
CP_04_09191310_00018,89
CP_04_09191445_00138,49
CP_04_09191732_00134,49
CP_04_09191920_00133,49
CP_04_09192044_00114,49
CP_04_09200620_00137,49
CP_04_09200757_00136,49
CP_04_09201220_00137,49
CP_04_09201445_00138,49
CP_04_09201616_00133,49
CP_04_09201618_00145,49
CP_04_09211329_00187,47
CP_04_09211827_00133,49
CP_04_09220238_00132,49
CP_04_09221427_00136,49
CP_04_09221448_00114,49
CP_04_09230522_00132,49
CP_04_09231001_00114,51
CP_04_09231230_00137,49
CP_04_09231507_00138,49
CP_04_09231857_00132,49
CP_04_09232044_00133,49
CP_04_09240041_00138,49
CP_04_09240206_00134,48
CP_04_09240239_00135,63
CP_04_09241418_00135,49
CP_04_09241418_00137,64
CP_04_09241516_00144,48
CP_04_09242036_00137,49
CP_04_09250212_00137,49
CP_04_09250308_00187,52
CP_04_09260555_00114,82
CP_04_09261514_00145,50
CP_04_09261605_00137,46
CP_04_09261616_00018,49
CP_04_09261730_00136,49
CP_04_09270157_00136,49
CP_04_09280228_00114,49
CP_04_09281516_00144,60
CP_04_09281529_00145,50
CP_04_09291430_00018,49
CP_04_09300642_00139,49
CP_04_09300821_00137,72
CP_04_09301445_00113,72
CP_04_09301510_00134,49
CP_04_09301603_00145,50
CP_04_09301851_00135,46
CP_05_03021658_00146,50
CP_05_03030251_00144,49
CP_05_03030953_00147,49
CP_05_03031251_00146,49
CP_05_03041922_00137,49
CP_05_03051613_00144,47
CP_05_03142100_00146,66
CP_05_03181624_00143,60
CP_05_03212125_00131,49
CP_05_03230759_00145,50
CP_05_03230945_00140,104
CP_05_03231525_00147,56
CP_05_03231531_00144,59
CP_05_03232309_00147,49
CP_05_03251007_00145,51
CP_05_03251537_00145,72
CP_05_03251729_00144,60
CP_05_03270513_00143,157
CP_05_03290726_00139,49
CP_05_03301640_00147,53
CP_05_03311551_00144,87
CP_05_04010211_00141,91
CP_05_04021324_00143,50
CP_05_04031457_00145,50
CP_05_04040014_00131,47
CP_05_04040236_00144,131
CP_05_04070026_00143,86
CP_05_04070215_00131,46
CP_05_04071010_00143,49
CP_05_04071056_00144,48
CP_05_04080145_00146,53
CP_05_04080412_00141,66
CP_05_04092111_00143,92
CP_05_04100109_00147,63
CP_05_04100146_00144,55
CP_05_04111259_00141,45
CP_05_04112013_00146,64
CP_05_04120155_00143,51
CP_05_04120223_00145,105
CP_05_04120413_00139,57
CP_05_04120641_00143,66
CP_05_04120659_00144,86
CP_05_04122140_00143,85
CP_05_04130159_00144,69
CP_05_04140744_00144,112
CP_05_04141157_00145,96
CP_05_04160017_00143,63
CP_05_04162104_00147,73
CP_05_04170116_00143,52
CP_05_04170600_00143,152
CP_05_04170751_00131,47
CP_05_04170843_00141,50
CP_05_04170927_00144,48
CP_05_04171606_00146,63
CP_05_04171719_00144,75
CP_05_04171736_00141,59
CP_05_04180034_00140,50
CP_05_04180649_00143,80
CP_05_04180730_00131,76
CP_05_04192226_00143,49
CP_05_04200246_00139,88
CP_05_04200420_00144,99
CP_05_04200655_00145,98
CP_05_04200727_00140,59
CP_05_04200831_00144,86
CP_05_04210040_00146,50
CP_05_04210049_00147,75
CP_05_04210508_00143,65
CP_05_04210723_00145,102
CP_05_04211948_00146,85
CP_05_04212355_00141,50
CP_05_04220218_00145,108
CP_05_04220516_00140,57
CP_05_04220923_00141,84
CP_05_04221114_00140,70
CP_05_04221206_00145,91
CP_05_04231806_00146,48
CP_05_04241415_00145,95
CP_05_04242130_00143,59
CP_05_04242153_00131,49
CP_05_04250102_00139,61
CP_05_04252236_00147,45
CP_05_04252357_00146,49
CP_05_04260030_00147,49
CP_05_04260358_00144,97
CP_05_04260512_00143,50
CP_05_04261718_00139,69
CP_05_04270342_00144,113
CP_05_04270619_00143,104
CP_05_04270716_00148,70
CP_05_04290637_00143,50
CP_05_04300452_00144,50
CP_05_05010810_00131,47
CP_05_05022000_00144,128
CP_05_05030222_00143,69
CP_05_05030418_00144,48
CP_05_05031632_00147,48
CP_05_05032021_00143,71
CP_05_05032138_00146,49
CP_05_05032149_00131,48
CP_05_05032202_00141,116
CP_05_05040128_00144,76
CP_05_05040210_00145,99
CP_05_05040343_00140,65
CP_05_05040536_00148,69
CP_05_05040752_00143,48
CP_05_05042248_00143,89
CP_05_05060345_00143,83
CP_05_05060415_00147,45
CP_05_05060809_00144,148
CP_05_05061532_00145,109
CP_05_05071532_00145,49
CP_05_05071816_00147,58
CP_05_05072056_00143,160
CP_05_05080344_00147,46
CP_05_05080359_00144,62
CP_05_05080414_00144,79
CP_05_05080424_00143,97
CP_05_05080626_00148,73
CP_05_05080826_00137,84
CP_05_05081011_00144,109
CP_05_05081045_00139,101
CP_05_05091357_00147,45
CP_05_05091739_00141,72
CP_05_05091814_00146,81
CP_05_05092253_00145,49
CP_05_05100240_00140,50
CP_05_05101524_00141,51
CP_05_05101534_00144,49
CP_05_05110800_00143,277
CP_05_05110943_00143,71
CP_05_05111343_00144,94
CP_05_05111704_00145,71
CP_05_05111937_00146,71
CP_05_05120002_00141,120
CP_05_05120131_00145,50
CP_05_05120303_00145,114
CP_05_05122233_00145,81
CP_05_05130141_00146,106
CP_05_05130224_00141,87
CP_05_05130529_00148,78
CP_05_05131348_00140,50
CP_05_05131514_00147,49
CP_05_05141820_00146,132
CP_05_05142216_00144,114
CP_05_05150358_00145,84
CP_05_05150550_00131,46
CP_05_05151132_00148,52
CP_05_05151148_00145,58
CP_05_05151217_00144,72
CP_05_05161409_00142,106
CP_05_05161500_00145,298
CP_05_05161545_00146,49
CP_05_05161754_00144,48
CP_05_05170115_00141,134
CP_05_05170424_00008,109
CP_05_05171108_00140,50
CP_05_05171221_00148,54
CP_05_05171432_00144,54
CP_05_05181439_00144,97
CP_05_05190800_00143,279
CP_05_05192238_00147,70
CP_05_05192306_00146,75
CP_05_05200033_00143,51
CP_05_05200231_00144,71
CP_05_05200442_00141,100
CP_05_05200453_00145,167
CP_05_05200455_00140,81
CP_05_05200650_00141,51
CP_05_05200849_00145,50
CP_05_05200935_00145,50
CP_05_05201102_00148,58
CP_05_05201122_00143,89
CP_05_05201906_00148,55
CP_05_05210037_00143,50
CP_05_05210912_00142,50
CP_05_05211929_00145,50
CP_05_05220159_00008,51
CP_05_05220414_00145,49
CP_05_05221943_00145,66
CP_05_05230638_00147,67
CP_05_05230649_00146,49
CP_05_05230704_00143,138
CP_05_05231322_00146,49
CP_05_05232111_00140,50
CP_05_05232143_00148,53
CP_05_05232221_00141,89
CP_05_05240238_00140,72
CP_05_05241842_00145,50
CP_05_05250206_00145,86
CP_05_05250220_00137,49
CP_05_05250712_00142,97
CP_05_05250813_00148,76
CP_05_05251253_00139,49
CP_05_05251654_00145,48
CP_05_05251725_00141,50
CP_05_05251843_00144,95
CP_05_05251933_00139,95
CP_05_05252004_00131,124
CP_05_05260037_00143,49
CP_05_05261321_00143,162
CP_05_05261404_00141,50
CP_05_05262018_00146,148
CP_05_05270146_00141,50
CP_05_05270217_00147,70
CP_05_05270643_00143,89
CP_05_05271328_00141,51
CP_05_05271406_00144,66
CP_05_05271539_00145,161
CP_05_05271915_00146,162
CP_05_05280106_00141,197
CP_05_05280437_00147,49
CP_05_05281216_00144,68
CP_05_05281252_00008,63
CP_05_05281439_00140,50
CP_05_05281503_00148,60
CP_05_05282000_00146,278
CP_05_05290028_00143,58
CP_05_05290617_00147,44
CP_05_05290811_00145,51
CP_05_05291042_00144,58
CP_05_05291121_00141,93
CP_05_05291447_00145,54
CP_05_05291737_00148,69
CP_05_05292219_00144,45
CP_05_05292250_00139,150
CP_05_05300418_00142,80
CP_05_05300903_00140,49
CP_05_05301440_00144,75
CP_05_05301446_00141,49
CP_05_05301827_00145,51
CP_05_05310111_00145,50
CP_05_05310916_00145,50
CP_05_05311948_00145,50
CP_05_06011439_00143,49
CP_05_06011439_00146,90
CP_05_06011508_00141,50
CP_05_06011730_00147,49
CP_05_06020550_00144,49
CP_05_06020924_00142,135
CP_05_06021150_00144,49
CP_05_06021442_00139,49
CP_05_06022107_00143,138
CP_05_06022228_00131,42
CP_05_06030217_00143,71
CP_05_06030346_00143,84
CP_05_06030818_00142,50
CP_05_06030850_00146,54
CP_05_06031703_00008,51
CP_05_06031735_00141,183
CP_05_06031955_00145,49
CP_05_06032120_00144,49
CP_05_06032219_00146,49
CP_05_06040017_00147,87
CP_05_06040111_00145,49
CP_05_06040141_00143,57
CP_05_06040730_00140,50
CP_05_06040733_00143,49
CP_05_06041610_00141,50
CP_05_06041716_00142,50
CP_05_06042154_00142,152
CP_05_06042214_00146,69
CP_05_06042216_00141,141
CP_05_06050050_00144,166
CP_05_06050232_00146,115
CP_05_06050335_00145,129
CP_05_06050405_00141,136
CP_05_06050442_00140,68
CP_05_06050641_00148,64
CP_05_06050821_00144,48
CP_05_06050955_00143,66
CP_05_06051118_00145,73
CP_05_06051630_00008,50
CP_05_06051634_00143,59
CP_05_06051810_00147,201
CP_05_06052207_00143,92
CP_05_06060414_00144,95
CP_05_06060656_00146,95
CP_05_06061102_00143,203
CP_05_06061150_00142,67
CP_05_06061224_00141,69
CP_05_06061319_00145,51
CP_05_06061502_00144,56
CP_05_06061823_00144,53
CP_05_06061833_00140,50
CP_05_06061924_00143,74
CP_05_06070533_00143,110
CP_05_06071410_00146,49
CP_05_06071420_00140,50
CP_05_06071457_00145,50
CP_05_06071511_00140,51
CP_05_06071550_00142,50
CP_05_06071650_00142,50
CP_05_06071653_00141,50
CP_05_06071748_00144,59
CP_05_06071837_00144,49
CP_05_06072124_00144,48
CP_05_06072151_00146,50
CP_05_06080053_00140,71
CP_05_06080125_00143,64
