case_id,size
CP_11_06211404_00024,63
CP_11_06212105_00123,53
CP_11_06212257_00024,47
CP_11_06212304_00150,104
CP_11_06220031_00118,55
CP_11_06220844_00119,49
CP_11_06221454_00118,49
CP_11_06222145_00120,71
CP_11_06230328_00123,235
CP_11_06231249_00024,80
CP_11_06231255_00123,136
CP_11_06231600_00121,194
CP_11_06231710_00116,74
CP_11_06231851_00120,168
CP_11_06232152_00024,70
CP_11_06232211_00119,246
CP_11_06232232_00122,124
CP_11_06241531_00120,48
CP_11_06241618_00120,97
CP_11_06241955_00119,62
CP_11_06242044_00123,52
CP_11_06242250_00024,47
CP_11_06242306_00024,67
CP_11_06251339_00122,50
CP_11_06261741_00024,49
CP_11_06270653_00120,176
CP_11_06270800_00024,283
CP_11_06270829_00118,93
CP_11_06271211_00122,53
CP_11_06271557_00119,99
CP_11_06271754_00118,68
CP_11_06272038_00121,91
CP_11_06272150_00123,163
CP_11_06280731_00116,80
CP_11_06280946_00122,94
CP_11_06281021_00118,49
CP_11_06281141_00024,65
CP_11_06281347_00024,135
CP_11_06281356_00118,81
CP_11_06281533_00119,48
CP_11_06281533_00120,49
CP_11_06281617_00119,71
CP_11_06281734_00024,47
CP_11_06281845_00123,64
CP_11_06290139_00123,153
CP_11_06290518_00118,66
CP_11_06290526_00024,49
CP_11_06291508_00119,49
CP_11_06291742_00024,47
CP_11_06292127_00024,47
CP_11_06300122_00123,206
CP_11_06300601_00118,96
CP_11_06300657_00024,102
CP_11_06300755_00120,48
CP_11_06300827_00119,49
CP_11_06301035_00119,282
CP_11_06301242_00123,65
CP_11_06301420_00121,47
CP_11_06301508_00123,61
CP_11_06301509_00118,156
CP_11_06301658_00119,49
CP_11_06301658_00122,50
CP_11_06302109_00121,49
CP_11_06302241_00116,82
CP_11_06302309_00122,194
CP_11_06302342_00024,95
CP_11_06302348_00120,48
CP_11_07010210_00024,47
CP_11_07010357_00116,49
CP_11_07010523_00123,81
CP_11_07010749_00123,96
CP_11_07011338_00123,80
CP_11_07011712_00119,49
CP_11_07011737_00024,47
CP_11_07011847_00118,49
CP_11_07012143_00116,60
CP_11_07020331_00123,144
CP_11_07020350_00118,103
CP_11_07020756_00122,64
CP_11_07020921_00024,100
CP_11_07021218_00117,78
CP_11_07021334_00122,62
CP_11_07022034_00024,89
CP_11_07030900_00123,51
CP_11_07031407_00122,93
CP_11_07031444_00119,65
CP_11_07031546_00118,86
CP_11_07031814_00024,194
CP_11_07031847_00123,252
CP_11_07032332_00120,59
CP_11_07040026_00123,51
CP_11_07040252_00150,97
CP_11_07040450_00116,49
CP_11_07040454_00121,47
CP_11_07040532_00118,48
CP_11_07040816_00116,50
CP_11_07040827_00024,88
CP_11_07041149_00120,48
CP_11_07041506_00121,47
CP_11_07041523_00120,49
CP_11_07041709_00122,68
CP_11_07041735_00024,47
CP_11_07041916_00116,50
CP_11_07050002_00024,142
CP_11_07050033_00120,63
CP_11_07050156_00122,95
CP_11_07050221_00123,76
CP_11_07050222_00118,72
CP_11_07050320_00024,83
CP_11_07050450_00120,82
CP_11_07050607_00117,44
CP_11_07050745_00150,54
CP_11_07050818_00119,49
CP_11_07051221_00024,49
CP_11_07051225_00024,291
CP_11_07051346_00123,52
CP_11_07051509_00120,97
CP_11_07051635_00123,143
CP_11_07051851_00117,225
CP_11_07051925_00024,202
CP_11_07052029_00118,119
CP_11_07052220_00150,53
CP_11_07052355_00121,48
CP_11_07060049_00122,61
CP_11_07060655_00123,112
CP_11_07061147_00120,47
CP_11_07061443_00121,48
CP_11_07061927_00120,48
CP_11_07070747_00122,69
CP_11_07070823_00118,96
CP_11_07071320_00118,55
CP_11_07072335_00024,127
CP_11_07080046_00120,159
CP_11_07081339_00024,118
CP_11_07081435_00122,50
CP_11_07081559_00116,59
CP_11_07081851_00122,53
CP_11_07082100_00121,77
CP_11_07082139_00120,96
CP_11_07082150_00121,48
CP_11_07082214_00119,49
CP_11_07090004_00118,59
CP_11_07090531_00122,120
CP_11_07090622_00024,199
CP_11_07091635_00118,55
CP_11_07091930_00123,52
CP_11_07092031_00120,48
CP_11_07100439_00119,48
CP_11_07101126_00116,49
CP_11_07101553_00123,52
CP_11_07101904_00024,47
CP_11_07102159_00119,49
CP_11_07102355_00121,47
CP_11_07110023_00122,98
CP_11_07110109_00120,48
CP_11_07110413_00041,49
CP_11_07111009_00116,49
CP_11_07111406_00122,68
CP_11_07111810_00117,49
CP_11_07112211_00120,90
CP_11_07120103_00004,48
CP_11_07120503_00119,49
CP_11_07120540_00121,48
CP_11_07121237_00123,51
CP_11_07121419_00118,48
CP_11_07122126_00024,47
CP_11_07122232_00150,51
CP_11_07130106_00122,64
CP_11_07130648_00024,49
CP_11_07130907_00118,75
CP_11_07131200_00119,272
CP_11_07131617_00120,48
CP_11_07140542_00118,48
CP_11_07141419_00024,46
CP_11_07141520_00024,47
CP_11_07141555_00119,49
CP_11_07142023_00120,48
CP_11_07150034_00119,68
CP_11_07150710_00024,67
CP_11_07151336_00150,53
CP_11_07151929_00121,75
CP_11_07160138_00116,50
CP_11_07160724_00024,67
CP_11_07160753_00120,55
CP_11_07160856_00120,48
CP_11_07161057_00117,49
CP_11_07161518_00118,48
CP_11_07161857_00123,52
CP_11_07170313_00004,49
CP_11_07170536_00120,60
CP_11_07171048_00024,62
CP_11_07171327_00122,79
CP_11_07171420_00120,105
CP_11_07171426_00024,47
CP_11_07171712_00118,137
CP_11_07171832_00117,228
CP_11_07171927_00123,52
CP_11_07171951_00116,50
CP_11_07172035_00004,48
CP_11_07172145_00119,54
CP_11_07180402_00119,49
CP_11_07180433_00120,48
CP_11_07180613_00120,34
CP_11_07180800_00119,277
CP_11_07181246_00120,49
CP_11_07181347_00150,51
CP_11_07181404_00123,74
CP_11_07181747_00120,48
CP_11_07181929_00024,81
CP_11_07182018_00041,69
CP_11_07182040_00120,55
CP_11_07182158_00118,49
CP_11_07190029_00120,48
CP_11_07190129_00122,151
CP_11_07190141_00118,48
CP_11_07190614_00024,85
CP_11_07190643_00120,214
CP_11_07190731_00118,68
CP_11_07191635_00121,66
CP_11_07200454_00119,62
CP_11_07200543_00118,69
CP_11_07201110_00123,52
CP_11_07202020_00119,49
CP_11_07211835_00024,47
CP_11_07222033_00119,57
CP_11_07230652_00120,48
CP_11_07231341_00024,46
CP_11_07231511_00119,76
CP_11_07231532_00150,62
CP_11_07231559_00118,80
CP_11_07232015_00024,57
CP_11_07241537_00150,54
CP_11_07241654_00123,52
CP_11_07241825_00121,64
CP_11_07241846_00122,54
CP_11_07251851_00118,80
CP_11_07252000_00119,160
CP_11_07252145_00004,49
CP_11_07260754_00118,49
CP_11_07261317_00119,65
CP_11_07261336_00117,49
CP_11_07261657_00121,48
CP_11_07261732_00116,62
CP_11_07262009_00116,49
CP_11_07262221_00119,63
CP_11_07270025_00123,59
CP_11_07270134_00117,49
CP_11_07270139_00024,82
CP_11_07270221_00116,49
CP_11_07271345_00122,50
CP_11_07271732_00004,49
CP_11_07271756_00121,48
CP_11_07271759_00118,64
CP_11_07280109_00123,51
CP_11_07280156_00024,73
CP_11_07280312_00120,68
CP_11_07281435_00121,48
CP_11_07281944_00118,59
CP_11_07291415_00121,48
CP_11_07291432_00120,49
CP_11_07291741_00119,49
CP_11_07292004_00024,47
CP_11_07292105_00119,49
CP_11_07292151_00123,52
CP_11_07300702_00121,48
CP_11_07301053_00119,48
CP_11_07301324_00122,52
CP_11_07301450_00024,49
CP_11_07301630_00122,54
CP_11_07301652_00121,49
CP_11_07301654_00123,52
CP_11_07301956_00024,57
CP_11_07302243_00119,49
CP_11_07311502_00024,47
CP_11_07311549_00024,51
CP_11_07311847_00116,50
CP_11_07312005_00121,60
CP_11_08010638_00119,67
CP_11_08011024_00121,63
CP_11_08011420_00024,47
CP_11_08020930_00119,52
CP_11_08021156_00118,48
CP_11_08021246_00123,84
CP_11_08021427_00024,63
CP_11_08022039_00024,47
CP_11_08030223_00119,76
CP_11_08030410_00116,69
CP_11_08030617_00121,48
CP_11_08031215_00122,54
CP_11_08031319_00119,49
CP_11_08031436_00015,47
CP_11_08031450_00123,52
CP_11_08031541_00118,119
CP_11_08031620_00123,51
CP_11_08031733_00121,92
CP_11_08031745_00116,49
CP_11_08032215_00004,49
CP_11_08032257_00122,51
CP_11_08032324_00119,62
CP_11_08040456_00119,48
CP_11_08040520_00123,52
CP_11_08040613_00122,50
CP_11_08040813_00024,87
CP_11_08041153_00024,79
CP_11_08041241_00118,77
CP_11_08041350_00119,49
CP_11_08041421_00118,48
CP_11_08041450_00122,54
CP_11_08041455_00024,47
CP_11_08041555_00123,52
CP_11_08041642_00118,48
CP_11_08042141_00120,48
CP_11_08050033_00120,48
CP_11_08050539_00116,110
CP_11_08051343_00123,52
CP_11_08051533_00119,91
CP_11_08051833_00121,48
CP_11_08060130_00123,52
CP_11_08060211_00121,72
CP_11_08060618_00024,97
CP_11_08061041_00121,47
CP_11_08061302_00116,49
CP_11_08061402_00024,47
CP_11_08061628_00024,47
CP_11_08061652_00122,51
CP_11_08061706_00123,62
CP_11_08061802_00119,49
CP_11_08062019_00121,53
CP_11_08070114_00120,103
CP_11_08070339_00121,48
CP_11_08070457_00119,78
CP_11_08070559_00116,67
CP_11_08071200_00121,360
CP_11_08071515_00121,48
CP_11_08071727_00116,49
CP_11_08071832_00121,98
CP_11_08072000_00121,227
CP_11_08072138_00122,88
CP_11_08080008_00118,49
CP_11_08080215_00024,47
CP_11_08080556_00116,50
CP_11_08080927_00024,123
CP_11_08081314_00024,47
CP_11_08081331_00004,48
CP_11_08081450_00122,67
CP_11_08081731_00119,48
CP_11_08082331_00024,47
CP_11_08090144_00118,49
CP_11_08091036_00117,60
CP_11_08091111_00150,199
CP_11_08091342_00118,49
CP_11_08091541_00121,66
CP_11_08091621_00024,62
CP_11_08100147_00024,77
CP_11_08100257_00117,61
CP_11_08101548_00120,49
CP_11_08110440_00121,62
CP_11_08111321_00123,51
CP_11_08111349_00024,72
CP_11_08111439_00024,49
CP_11_08111834_00116,50
CP_11_08112105_00119,48
CP_11_08120036_00118,48
CP_11_08120258_00123,67
CP_11_08121144_00090,47
CP_11_08122315_00024,47
CP_11_08130510_00123,122
CP_11_08130759_00024,94
CP_11_08131409_00119,59
CP_11_08131410_00116,76
CP_11_08131726_00123,51
CP_11_08132157_00120,48
CP_11_08140511_00123,94
CP_11_08141037_00123,51
CP_11_08141437_00120,48
CP_11_08141538_00120,48
CP_11_08141718_00119,50
CP_11_08141928_00150,51
CP_11_08151507_00024,47
CP_11_08152302_00024,47
CP_11_08161305_00024,61
CP_11_08170759_00123,56
CP_11_08181412_00120,48
CP_11_08181620_00119,71
CP_11_08191453_00119,49
CP_11_08191737_00121,80
CP_11_08192016_00121,69
CP_11_08192116_00116,64
CP_11_08192344_00119,49
CP_11_08200118_00122,50
CP_11_08200250_00120,91
CP_11_08200519_00121,49
CP_11_08200549_00118,90
CP_11_08201141_00024,69
CP_11_08201259_00118,48
CP_11_08201607_00024,47
CP_11_08201609_00120,48
CP_11_08201628_00123,72
CP_11_08201727_00118,119
CP_11_08201817_00119,49
CP_11_08210528_00119,49
CP_11_08211544_00121,50
CP_11_08211925_00118,48
CP_11_08212010_00024,60
CP_11_08220014_00118,49
CP_11_08222052_00121,48
CP_11_08231615_00024,46
CP_11_08241426_00024,92
CP_11_08241656_00004,48
CP_11_08241736_00120,64
CP_11_08241814_00129,49
CP_11_08242013_00024,96
CP_11_08242330_00118,49
CP_11_08250433_00120,48
CP_11_08251137_00122,63
CP_11_08251317_00118,82
CP_11_08251742_00122,60
CP_11_08251810_00024,47
CP_11_08251820_00024,75
CP_11_08252355_00120,122
CP_11_08270206_00119,70
CP_11_08271432_00121,48
CP_11_08271553_00122,54
CP_11_08281427_00116,64
CP_11_08282240_00119,48
CP_11_08282249_00118,65
CP_11_08291456_00024,47
CP_11_08292305_00118,52
CP_11_08300323_00119,86
CP_11_08301404_00118,48
CP_11_08301907_00122,50
CP_11_08301940_00024,47
CP_11_08310123_00122,50
CP_11_08311502_00119,49
CP_11_08311647_00122,50
CP_11_08312338_00123,58
CP_11_09011247_00024,47
CP_11_09011648_00122,49
CP_11_09012015_00119,48
CP_11_09031550_00024,47
CP_11_09031659_00120,49
CP_11_09040204_00123,51
CP_11_09060014_00118,72
CP_11_09091451_00024,47
CP_11_09091620_00121,47
CP_11_09091708_00121,48
CP_11_09092239_00116,83
CP_11_09092341_00120,101
CP_11_09092346_00121,57
CP_11_09100010_00119,100
CP_11_09100241_00122,102
CP_11_09100529_00118,69
CP_11_09100902_00024,86
CP_11_09100908_00123,65
CP_11_09111633_00123,52
CP_11_09131844_00150,51
CP_11_09161632_00150,49
CP_11_09170545_00123,51
CP_11_09170609_00024,49
CP_11_09170852_00150,49
CP_11_09172033_00123,51
CP_11_09172354_00118,83
CP_11_09180435_00119,48
CP_11_09181003_00120,48
CP_11_09181550_00024,47
CP_11_09182349_00123,107
CP_11_09182359_00119,48
CP_11_09190026_00120,48
CP_11_09190559_00118,48
CP_11_09190643_00123,82
CP_11_09190803_00024,91
CP_11_09202350_00120,126
CP_11_09250534_00122,50
CP_11_09261541_00122,53
CP_11_09270224_00024,68
CP_11_09271619_00120,98
CP_11_10020124_00119,49
CP_11_10270137_00116,49
CP_11_10272210_00119,48
CP_11_10280233_00120,48
CP_12_03042335_00131,90
CP_12_03050008_00125,49
CP_12_03090229_00128,50
CP_12_03210359_00153,52
CP_12_03211057_00127,48
CP_12_03230229_00143,50
CP_12_03230351_00131,52
CP_12_03230609_00126,55
CP_12_03260721_00126,66
CP_12_03262248_00129,49
CP_12_03262331_00128,93
CP_12_03270342_00125,72
CP_12_03270450_00131,48
CP_12_03270755_00139,108
CP_12_04011832_00125,50
CP_12_04020132_00126,50
CP_12_04020959_00139,125
CP_12_04021508_00126,50
CP_12_04030230_00126,50
CP_12_04030247_00127,48
CP_12_04030814_00127,58
CP_12_04031535_00131,49
CP_12_04031808_00153,74
CP_12_04040221_00126,75
CP_12_04042345_00127,74
CP_12_04070154_00131,57
CP_12_04081226_00131,65
CP_12_04090506_00131,307
CP_12_04091105_00124,50
CP_12_04092117_00131,48
CP_12_04100000_00126,80
CP_12_04102054_00129,74
CP_12_04120857_00124,86
CP_12_04122000_00127,48
CP_12_04130419_00127,93
CP_12_04130726_00124,51
CP_12_04130847_00126,50
CP_12_04130936_00126,50
CP_12_04131428_00125,49
CP_12_04140158_00126,50
CP_12_04140847_00128,49
CP_12_04150619_00126,48
CP_12_04150742_00124,50
CP_12_04151246_00131,49
CP_12_04151331_00126,50
CP_12_04160014_00127,55
CP_12_04160158_00124,79
CP_12_04160323_00131,49
CP_12_04160700_00154,375
CP_12_04160834_00126,62
CP_12_04162152_00127,48
CP_12_04170900_00126,149
CP_12_04171630_00131,49
CP_12_04181104_00125,50
CP_12_04181127_00139,86
CP_12_04182004_00125,50
CP_12_04190147_00131,49
CP_12_04190612_00143,50
CP_12_04191522_00125,97
CP_12_04191900_00131,123
CP_12_04192030_00143,125
CP_12_04200036_00131,48
CP_12_04200331_00126,49
CP_12_04200638_00127,49
CP_12_04200925_00131,141
CP_12_04201012_00127,48
CP_12_04211330_00143,50
CP_12_04220435_00126,102
CP_12_04220435_00131,53
CP_12_04220903_00126,50
CP_12_04221147_00127,49
CP_12_04221705_00127,68
CP_12_04221907_00128,72
CP_12_04222029_00124,81
CP_12_04230246_00125,96
CP_12_04230251_00131,136
CP_12_04230616_00131,102
CP_12_04230718_00143,50
CP_12_04231404_00126,49
CP_12_04240429_00125,49
CP_12_04250457_00124,50
CP_12_04251821_00124,58
CP_12_04260720_00126,57
CP_12_04261028_00131,49
CP_12_04261120_00126,66
CP_12_04261333_00125,49
CP_12_04261340_00128,50
CP_12_04262133_00131,71
CP_12_04270204_00126,50
CP_12_04282238_00129,49
CP_12_04290030_00123,51
CP_12_04291834_00128,50
CP_12_04301339_00124,50
CP_12_04301800_00127,167
CP_12_05010322_00128,50
CP_12_05011515_00126,49
CP_12_05011541_00124,50
CP_12_05011623_00125,50
CP_12_05011937_00153,51
CP_12_05020015_00128,90
CP_12_05020151_00125,91
CP_12_05020758_00126,50
CP_12_05020850_00127,79
CP_12_05021235_00124,60
CP_12_05021317_00128,60
CP_12_05021531_00125,117
CP_12_05021816_00125,49
CP_12_05030025_00131,49
CP_12_05031551_00124,80
CP_12_05031800_00125,94
CP_12_05031920_00131,48
CP_12_05040047_00126,49
CP_12_05041646_00131,49
CP_12_05041828_00126,66
CP_12_05041940_00127,87
CP_12_05042255_00128,94
CP_12_05042257_00123,108
CP_12_05050230_00131,137
CP_12_05050400_00126,110
CP_12_05052042_00129,60
CP_12_05060507_00129,78
CP_12_05060643_00131,49
CP_12_05060958_00124,62
CP_12_05061048_00125,132
CP_12_05061055_00124,59
CP_12_05061400_00128,224
CP_12_05061416_00127,65
CP_12_05061706_00124,54
CP_12_05061825_00124,56
CP_12_05062000_00131,159
CP_12_05070844_00124,50
CP_12_05071116_00125,110
CP_12_05071139_00131,49
CP_12_05071439_00153,70
CP_12_05071702_00126,48
CP_12_05072040_00131,172
CP_12_05080154_00124,64
CP_12_05080330_00131,49
CP_12_05080356_00125,50
CP_12_05080452_00124,49
CP_12_05090506_00129,56
CP_12_05090630_00124,118
CP_12_05091555_00125,49
CP_12_05092241_00128,50
CP_12_05101743_00126,49
CP_12_05111218_00131,46
CP_12_05111336_00139,67
CP_12_05111346_00126,66
CP_12_05111400_00125,161
CP_12_05111515_00128,60
CP_12_05111517_00131,49
CP_12_05111822_00124,130
CP_12_05112131_00131,49
CP_12_05120249_00126,49
CP_12_05120732_00129,71
CP_12_05121321_00131,72
CP_12_05121428_00128,51
CP_12_05121617_00125,69
CP_12_05121949_00126,49
CP_12_05122128_00124,50
CP_12_05140920_00124,326
CP_12_05141603_00125,49
CP_12_05141948_00143,50
CP_12_05142025_00124,76
CP_12_05150247_00131,111
CP_12_05150325_00129,55
CP_12_05150535_00143,72
CP_12_05150628_00131,46
CP_12_05150856_00126,49
CP_12_05151852_00129,49
CP_12_05161132_00153,76
CP_12_05161251_00124,51
CP_12_05161257_00125,69
CP_12_05161352_00128,50
CP_12_05170457_00153,52
CP_12_05171055_00131,66
CP_12_05171312_00126,55
CP_12_05172324_00126,50
CP_12_05181246_00127,59
CP_12_05181317_00124,71
CP_12_05190448_00126,76
CP_12_05190537_00129,91
CP_12_05190707_00125,126
CP_12_05191102_00131,54
CP_12_05191238_00124,50
CP_12_05191343_00155,110
CP_12_05191407_00153,73
CP_12_05191819_00139,97
CP_12_05192020_00131,155
CP_12_05192329_00126,80
CP_12_05192344_00153,52
CP_12_05200019_00131,49
CP_12_05201327_00131,46
CP_12_05201556_00124,50
CP_12_05202008_00126,50
CP_12_05202340_00127,69
CP_12_05210510_00139,49
CP_12_05210555_00143,50
CP_12_05212235_00127,367
CP_12_05220436_00127,48
CP_12_05220645_00124,50
CP_12_05220800_00124,284
CP_12_05231249_00131,49
CP_12_05250853_00129,49
CP_12_05251144_00143,50
CP_12_05260306_00127,73
CP_12_05260348_00129,141
CP_12_05260400_00127,98
CP_12_05260710_00128,60
CP_12_05261223_00131,56
CP_12_05261849_00131,49
CP_12_05262015_00131,59
CP_12_05262034_00125,50
CP_12_05262212_00126,50
CP_12_05270357_00126,117
CP_12_05270357_00131,98
CP_12_05270533_00125,131
CP_12_05270758_00131,71
CP_12_05270830_00126,74
CP_12_05270953_00153,52
CP_12_05271609_00126,55
CP_12_05271826_00131,49
CP_12_05290544_00126,49
CP_12_05291250_00126,50
CP_12_05291529_00125,59
CP_12_05291812_00131,70
CP_12_05291946_00131,51
CP_12_05292025_00125,50
CP_12_05292038_00128,64
CP_12_05300535_00128,65
CP_12_05301106_00124,50
CP_12_05301318_00125,50
CP_12_05301333_00128,50
CP_12_05302000_00131,158
CP_12_05310729_00128,90
CP_12_05311059_00124,65
CP_12_05311237_00153,72
CP_12_05312000_00124,244
CP_12_05312210_00131,61
CP_12_06011003_00131,65
CP_12_06012227_00124,71
CP_12_06021113_00127,69
CP_12_06021158_00129,49
CP_12_06021320_00124,166
CP_12_06021555_00131,51
CP_12_06022105_00128,69
CP_12_06030232_00131,49
CP_12_06030611_00125,62
CP_12_06031453_00131,45
CP_12_06032253_00126,49
CP_12_06040259_00131,46
CP_12_06040509_00131,49
CP_12_06040516_00126,89
CP_12_06040545_00126,51
CP_12_06041107_00143,50
CP_12_06041700_00124,283
CP_12_06041748_00127,49
CP_12_06042300_00131,221
CP_12_06050134_00126,49
CP_12_06050512_00125,311
CP_12_06050705_00128,50
CP_12_06050841_00131,46
CP_12_06051416_00126,73
CP_12_06051645_00129,55
CP_12_06051740_00129,49
CP_12_06060053_00131,65
CP_12_06061555_00125,115
CP_12_06070824_00125,92
CP_12_06071140_00131,46
CP_12_06071302_00125,50
CP_12_06071519_00128,71
CP_12_06071551_00126,100
CP_12_06071723_00129,49
CP_12_06071821_00123,51
CP_12_06071829_00125,127
CP_12_06071912_00128,49
CP_12_06072014_00131,89
CP_12_06080029_00126,115
CP_12_06080327_00131,49
CP_12_06081000_00127,339
CP_12_06081026_00153,51
CP_12_06081406_00123,52
CP_12_06081647_00124,71
CP_12_06081927_00126,91
CP_12_06081935_00127,49
CP_12_06082038_00128,100
CP_12_06082211_00123,51
CP_12_06082215_00129,68
CP_12_06082327_00126,76
CP_12_06090510_00125,53
CP_12_06090938_00129,66
CP_12_06091403_00125,63
CP_12_06091426_00125,49
CP_12_06091517_00123,114
CP_12_06091620_00129,317
CP_12_06091629_00128,50
CP_12_06091745_00124,51
CP_12_06091748_00126,79
CP_12_06091836_00126,50
CP_12_06092031_00153,75
CP_12_06092349_00125,74
CP_12_06092350_00131,49
CP_12_06100246_00128,66
CP_12_06100858_00143,64
CP_12_06101354_00127,49
CP_12_06101439_00126,49
CP_12_06101442_00131,72
CP_12_06101602_00125,201
CP_12_06101910_00131,72
CP_12_06101954_00126,50
CP_12_06102118_00126,49
CP_12_06102159_00125,50
CP_12_06102357_00127,48
CP_12_06110753_00131,49
CP_12_06111152_00126,49
CP_12_06111359_00131,49
CP_12_06111528_00131,49
CP_12_06111946_00126,69
CP_12_06112343_00131,49
CP_12_06121103_00126,156
CP_12_06121415_00129,68
CP_12_06121809_00131,49
CP_12_06121813_00139,137
CP_12_06122153_00129,49
CP_12_06130435_00127,90
CP_12_06130746_00131,55
CP_12_06131354_00129,50
CP_12_06131851_00127,154
CP_12_06141957_00124,284
CP_12_06141959_00125,273
CP_12_06142303_00127,48
CP_12_06150640_00153,307
CP_12_06150643_00131,48
CP_12_06151355_00131,124
CP_12_06151416_00128,50
CP_12_06151700_00126,189
CP_12_06181538_00127,48
CP_12_06190430_00124,51
CP_12_06191834_00125,50
CP_12_06200458_00127,57
CP_12_06202322_00126,48
CP_12_06210054_00125,50
CP_12_06210743_00131,59
CP_12_06210746_00125,50
CP_12_06211023_00123,61
CP_12_06211125_00125,50
CP_12_06211344_00126,92
CP_12_06211401_00124,530
CP_12_06211522_00127,47
CP_12_06211810_00125,50
CP_12_06211812_00131,91
CP_12_06211917_00126,83
CP_12_06220439_00127,49
CP_12_06220540_00123,62
CP_12_06220718_00127,92
CP_12_06221324_00126,49
CP_12_06221337_00127,49
CP_12_06221415_00153,105
CP_12_06221604_00125,73
CP_12_06221637_00129,125
CP_12_06221650_00125,50
CP_12_06221922_00127,49
CP_12_06221937_00126,50
CP_12_06222014_00128,50
CP_12_06222107_00123,119
CP_12_06222247_00131,55
CP_12_06222255_00131,49
CP_12_06222302_00125,50
CP_12_06222318_00128,50
CP_12_06230354_00128,50
CP_12_06230855_00124,50
CP_12_06230916_00124,52
CP_12_06231528_00126,50
CP_12_06232000_00143,376
CP_12_06232359_00124,50
CP_12_06240010_00124,364
CP_12_06240428_00125,71
CP_12_06240539_00128,59
CP_12_06240809_00124,71
CP_12_06241224_00128,61
CP_12_06241622_00125,50
CP_12_06242316_00153,118
CP_12_06250055_00125,146
CP_12_06250207_00125,127
CP_12_06250457_00153,199
CP_12_06251512_00131,276
CP_12_06260652_00128,50
CP_12_06270317_00129,49
CP_12_06271932_00126,49
CP_12_06272000_00129,390
CP_12_06272125_00127,48
CP_12_06280847_00125,50
CP_12_06281410_00126,68
CP_12_06281639_00127,90
CP_12_06281656_00129,49
CP_12_06281854_00124,86
CP_12_06282324_00129,134
CP_12_06282352_00127,58
CP_12_06290055_00128,64
CP_12_06290520_00127,60
CP_12_06290556_00127,48
CP_12_06290847_00124,68
CP_12_06291152_00127,68
CP_12_06292128_00124,51
CP_12_06292145_00127,133
CP_12_06300527_00124,193
CP_12_06300546_00124,81
CP_12_06300759_00127,49
CP_12_06301408_00126,50
CP_12_06301418_00124,74
CP_12_06301537_00128,50
CP_12_06301624_00125,49
CP_12_06301631_00128,71
CP_12_06301910_00129,50
CP_12_06301920_00124,50
CP_12_06302002_00127,53
CP_12_06302143_00128,65
CP_12_06302218_00131,47
CP_12_07010031_00127,118
CP_12_07010125_00124,79
CP_12_07010332_00124,99
CP_12_07010544_00129,76
CP_12_07010624_00124,52
CP_12_07010841_00153,53
CP_12_07010902_00127,47
CP_12_07010957_00124,80
CP_12_07011047_00153,299
CP_12_07011128_00131,154
CP_12_07011154_00128,95
CP_12_07011323_00125,72
CP_12_07011446_00143,51
CP_12_07011504_00127,170
CP_12_07011505_00128,50
CP_12_07011618_00125,49
CP_12_07011652_00129,49
CP_12_07012241_00125,50
CP_12_07012334_00125,50
CP_12_07020504_00127,121
CP_12_07020705_00120,60
CP_12_07020805_00129,49
CP_12_07021710_00124,96
CP_12_07021721_00125,50
CP_12_07021746_00128,70
CP_12_07021824_00125,50
CP_12_07021939_00125,49
CP_12_07022037_00124,81
CP_12_07022052_00125,50
CP_12_07022144_00153,52
CP_12_07022204_00127,48
CP_12_07030125_00124,166
CP_12_07030348_00127,49
CP_12_07030455_00128,68
CP_12_07030746_00131,136
CP_12_07031255_00125,66
CP_12_07031447_00128,50
CP_12_07031621_00153,77
CP_12_07031654_00127,48
CP_12_07031838_00124,50
CP_12_07032350_00124,189
CP_12_07040415_00129,62
CP_12_07040722_00127,50
CP_12_07041821_00127,49
CP_12_07041921_00125,50
CP_12_07050405_00124,50
CP_12_07051454_00131,49
CP_12_07051716_00124,50
CP_12_07051835_00131,48
CP_12_07052339_00120,66
CP_12_07060248_00124,50
CP_12_07061203_00143,65
CP_12_07061219_00131,49
CP_12_07061411_00125,79
CP_12_07061520_00125,60
CP_12_07061529_00131,49
CP_12_07061902_00131,98
CP_12_07062021_00129,62
CP_12_07070403_00125,142
CP_12_07070409_00126,50
CP_12_07070543_00131,59
CP_12_07070614_00143,77
CP_12_07070917_00127,53
CP_12_07071247_00129,55
CP_12_07071431_00126,50
CP_12_07071603_00128,61
CP_12_07072158_00123,43
CP_12_07072216_00125,49
CP_12_07072223_00125,50
CP_12_07080215_00126,114
CP_12_07080258_00131,105
CP_12_07080457_00125,64
CP_12_07080544_00128,50
CP_12_07081214_00143,50
CP_12_07081435_00131,49
CP_12_07081726_00128,50
CP_12_07081753_00125,49
CP_12_07082004_00143,121
CP_12_07082015_00131,98
CP_12_07082104_00125,95
CP_12_07082143_00127,96
CP_12_07090054_00128,62
CP_12_07090417_00154,97
CP_12_07090707_00128,50
CP_12_07090758_00125,50
CP_12_07090924_00131,48
CP_12_07091636_00128,62
CP_12_07091838_00131,49
CP_12_07091909_00153,51
CP_12_07091915_00124,50
CP_12_07091917_00125,109
CP_12_07092132_00126,50
CP_12_07100659_00125,66
CP_12_07101426_00129,62
CP_12_07102008_00125,50
CP_12_07110415_00129,49
CP_12_07111829_00124,534
CP_12_07111940_00125,49
CP_12_07112356_00124,80
CP_12_07120621_00129,49
CP_12_07120809_00125,66
